sku_id,demand
SKU02881,2703
SKU02709,2702
SKU01610,2701
SKU00998,2701
SKU01992,2700
SKU02348,2697
SKU03861,2695
SKU04332,2692
SKU04714,2691
SKU04104,2689
SKU02676,2688
SKU04565,2685
SKU02824,2683
SKU04252,2682
SKU03640,2681
SKU04910,2680
SKU01738,2680
SKU03437,2678
SKU02530,2677
SKU04700,2677
SKU04907,2677
SKU02259,2676
SKU00294,2676
SKU03845,2675
SKU03777,2674
SKU01388,2673
SKU03811,2670
SKU03081,2670
SKU04269,2670
SKU00915,2669
SKU00420,2668
SKU04466,2668
SKU04440,2666
SKU04050,2666
SKU02733,2662
SKU04207,2660
SKU02475,2659
SKU01057,2657
SKU01319,2656
SKU04642,2656
SKU02513,2654
SKU00995,2653
SKU01916,2650
SKU02047,2650
SKU03383,2649
SKU00457,2649
SKU04660,2649
SKU03841,2644
SKU00142,2644
SKU04015,2643
SKU03760,2643
SKU02856,2642
SKU00569,2641
SKU04691,2641
SKU02564,2640
SKU01336,2636
SKU01077,2636
SKU02371,2636
SKU01589,2635
SKU02644,2635
SKU03061,2634
SKU04492,2630
SKU02473,2630
SKU00534,2630
SKU01517,2630
SKU00824,2629
SKU04335,2627
SKU00787,2625
SKU03793,2624
SKU01262,2623
SKU03982,2623
SKU03002,2622
SKU02899,2621
SKU01140,2619
SKU04375,2618
SKU03581,2615
SKU03140,2612
SKU04997,2611
SKU00143,2611
SKU00751,2609
SKU00526,2608
SKU00844,2608
SKU01289,2607
SKU01120,2606
SKU04649,2606
SKU02106,2605
SKU01616,2603
SKU04975,2602
SKU04223,2602
SKU04418,2601
SKU01923,2597
SKU03974,2595
SKU01277,2595
SKU00175,2594
SKU03153,2593
SKU00949,2592
SKU02208,2592
SKU02227,2592
SKU01416,2591
SKU00742,2590
SKU04201,2590
SKU04485,2589
SKU03556,2589
SKU03253,2587
SKU04590,2586
SKU02641,2583
SKU00038,2583
SKU01908,2582
SKU03667,2581
SKU02765,2579
SKU01422,2577
SKU01399,2576
SKU03287,2574
SKU04211,2574
SKU02948,2571
SKU03378,2571
SKU00246,2571
SKU00581,2570
SKU04784,2570
SKU02962,2568
SKU02108,2568
SKU04518,2568
SKU02540,2567
SKU02307,2567
SKU01106,2567
SKU00660,2567
SKU01613,2565
SKU04855,2565
SKU04254,2565
SKU00497,2563
SKU04089,2563
SKU02061,2561
SKU01927,2561
SKU00851,2561
SKU00319,2557
SKU02803,2552
SKU00755,2551
SKU02028,2548
SKU04092,2548
SKU04655,2544
SKU01451,2543
SKU04025,2542
SKU03226,2542
SKU02549,2542
SKU02933,2542
SKU01931,2541
SKU03337,2540
SKU00925,2538
SKU01898,2537
SKU03612,2536
SKU00275,2534
SKU00004,2534
SKU01284,2534
SKU03657,2530
SKU04474,2529
SKU04028,2529
SKU02081,2528
SKU01006,2527
SKU03949,2526
SKU04200,2525
SKU00778,2525
SKU04929,2525
SKU01237,2524
SKU03660,2524
SKU01965,2523
SKU02489,2522
SKU00804,2522
SKU02502,2521
SKU04751,2518
SKU02483,2518
SKU01220,2517
SKU00768,2517
SKU04712,2516
SKU00846,2515
SKU04423,2515
SKU02684,2513
SKU03594,2513
SKU03109,2512
SKU01786,2508
SKU02060,2508
SKU00791,2507
SKU03054,2507
SKU01653,2507
SKU04790,2504
SKU00211,2504
SKU00323,2502
SKU02835,2502
SKU03144,2502
SKU01121,2502
SKU03468,2501
SKU02301,2500
SKU03038,2499
SKU01554,2497
SKU01479,2496
SKU04539,2495
SKU03388,2493
SKU02634,2491
SKU02065,2491
SKU01054,2489
SKU00542,2487
SKU03681,2486
SKU00448,2485
SKU01934,2484
SKU01572,2483
SKU01872,2479
SKU00573,2478
SKU02056,2478
SKU00397,2477
SKU00583,2477
SKU02691,2477
SKU02509,2476
SKU04544,2475
SKU03297,2474
SKU00849,2473
SKU01134,2471
SKU02448,2471
SKU02294,2469
SKU01814,2469
SKU04645,2466
SKU01917,2466
SKU02334,2466
SKU03722,2466
SKU02261,2463
SKU00913,2462
SKU04218,2462
SKU03429,2461
SKU00366,2460
SKU02304,2459
SKU03462,2456
SKU04494,2456
SKU03911,2456
SKU00753,2455
SKU02322,2453
SKU00609,2452
SKU02177,2452
SKU01440,2451
SKU02343,2449
SKU02984,2449
SKU02960,2447
SKU01525,2444
SKU01475,2442
SKU02736,2441
SKU00312,2440
SKU02615,2436
SKU02760,2436
SKU02909,2435
SKU00898,2435
SKU03511,2432
SKU03019,2432
SKU02309,2431
SKU00410,2431
SKU03719,2430
SKU03816,2428
SKU01211,2427
SKU02250,2427
SKU02099,2426
SKU03306,2426
SKU04807,2425
SKU00074,2424
SKU04918,2423
SKU04957,2422
SKU04478,2422
SKU02230,2421
SKU03725,2420
SKU01503,2420
SKU00189,2419
SKU02756,2418
SKU03755,2418
SKU02422,2418
SKU02795,2417
SKU00408,2417
SKU03366,2417
SKU02328,2416
SKU04843,2413
SKU01463,2413
SKU01657,2412
SKU04839,2412
SKU01246,2411
SKU04005,2410
SKU04593,2408
SKU00563,2407
SKU04780,2403
SKU02316,2402
SKU02731,2402
SKU04899,2401
SKU02192,2401
SKU02030,2401
SKU04845,2400
SKU02477,2397
SKU01078,2397
SKU00476,2396
SKU00707,2395
SKU03850,2395
SKU02411,2394
SKU04876,2394
SKU04637,2393
SKU03187,2393
SKU01785,2392
SKU01129,2392
SKU04707,2391
SKU00547,2387
SKU00172,2386
SKU02518,2386
SKU04963,2385
SKU01273,2382
SKU04247,2382
SKU03263,2380
SKU00390,2376
SKU03515,2376
SKU04074,2375
SKU04549,2375
SKU03346,2374
SKU00776,2374
SKU01300,2374
SKU01720,2374
SKU03079,2372
SKU03914,2370
SKU01108,2370
SKU00570,2370
SKU01969,2370
SKU01837,2369
SKU01533,2367
SKU04969,2364
SKU00336,2363
SKU01156,2363
SKU01763,2361
SKU00117,2360
SKU02366,2360
SKU00367,2359
SKU02801,2357
SKU01531,2357
SKU01493,2357
SKU03373,2357
SKU03957,2356
SKU03694,2355
SKU01892,2353
SKU04616,2352
SKU03992,2352
SKU00760,2352
SKU03442,2351
SKU04738,2351
SKU02743,2350
SKU01162,2349
SKU01524,2348
SKU02403,2347
SKU01715,2346
SKU00279,2345
SKU02497,2344
SKU02732,2344
SKU02982,2343
SKU04260,2343
SKU03996,2341
SKU03145,2339
SKU00612,2338
SKU02168,2337
SKU03940,2330
SKU02063,2330
SKU01072,2327
SKU04268,2327
SKU01816,2326
SKU01658,2326
SKU04095,2323
SKU02323,2322
SKU03888,2322
SKU03942,2322
SKU03403,2321
SKU00964,2321
SKU01239,2321
SKU00047,2317
SKU00527,2317
SKU03098,2317
SKU04369,2316
SKU02010,2316
SKU02278,2315
SKU02494,2315
SKU02504,2313
SKU00213,2309
SKU00271,2308
SKU04832,2307
SKU04031,2307
SKU04927,2306
SKU04256,2306
SKU03967,2306
SKU02967,2305
SKU00423,2304
SKU03762,2302
SKU02687,2300
SKU02420,2299
SKU02916,2299
SKU01098,2299
SKU02990,2298
SKU02447,2298
SKU01820,2297
SKU03509,2296
SKU00394,2295
SKU02556,2295
SKU03553,2295
SKU03673,2294
SKU03221,2294
SKU02498,2292
SKU00005,2292
SKU00113,2291
SKU03686,2291
SKU04786,2290
SKU00676,2290
SKU00306,2290
SKU02096,2288
SKU00829,2286
SKU00766,2285
SKU04968,2284
SKU03322,2284
SKU02939,2284
SKU03181,2283
SKU02173,2283
SKU01839,2283
SKU02390,2283
SKU03046,2281
SKU01783,2279
SKU00468,2278
SKU01481,2278
SKU01254,2278
SKU03930,2278
SKU04776,2278
SKU01740,2276
SKU01125,2275
SKU04546,2272
SKU00063,2272
SKU04356,2270
SKU04039,2269
SKU02229,2269
SKU02324,2269
SKU03167,2268
SKU02627,2268
SKU01332,2267
SKU02006,2266
SKU00151,2265
SKU01527,2265
SKU01406,2265
SKU01292,2264
SKU04890,2263
SKU00343,2262
SKU02807,2261
SKU04563,2260
SKU00746,2260
SKU04382,2259
SKU00739,2258
SKU00324,2256
SKU03415,2256
SKU01064,2255
SKU00624,2254
SKU02989,2254
SKU03300,2253
SKU02254,2252
SKU02380,2252
SKU00870,2252
SKU01269,2252
SKU01642,2251
SKU00572,2251
SKU03746,2251
SKU03638,2249
SKU03264,2249
SKU03434,2248
SKU00338,2248
SKU04615,2248
SKU04055,2248
SKU01575,2248
SKU00082,2248
SKU01753,2247
SKU03900,2247
SKU03082,2247
SKU01946,2247
SKU02432,2247
SKU01267,2246
SKU03334,2245
SKU02937,2244
SKU04770,2242
SKU01082,2242
SKU03617,2241
SKU03745,2239
SKU03042,2239
SKU01736,2239
SKU01203,2239
SKU02426,2238
SKU01013,2238
SKU01639,2237
SKU00947,2237
SKU00857,2236
SKU03790,2236
SKU04455,2235
SKU01383,2234
SKU02072,2234
SKU00610,2233
SKU01212,2233
SKU00505,2232
SKU03384,2232
SKU03569,2232
SKU01230,2231
SKU03782,2231
SKU04870,2229
SKU03908,2228
SKU01569,2228
SKU01849,2228
SKU01241,2228
SKU01825,2227
SKU00453,2227
SKU02236,2226
SKU01626,2226
SKU01066,2225
SKU02185,2225
SKU03241,2224
SKU01606,2223
SKU00606,2223
SKU04781,2223
SKU00622,2223
SKU01412,2219
SKU00983,2219
SKU01051,2218
SKU04439,2218
SKU02464,2216
SKU01865,2215
SKU04313,2214
SKU01797,2214
SKU04133,2214
SKU00256,2213
SKU04108,2213
SKU03069,2212
SKU04921,2212
SKU04904,2212
SKU01796,2212
SKU02391,2211
SKU02393,2211
SKU04521,2210
SKU04337,2210
SKU01716,2209
SKU00698,2209
SKU00769,2208
SKU01974,2207
SKU00730,2207
SKU02656,2207
SKU03402,2206
SKU03818,2205
SKU00250,2203
SKU00495,2203
SKU01633,2203
SKU03255,2203
SKU01302,2203
SKU01973,2201
SKU04259,2201
SKU02545,2201
SKU00904,2200
SKU00099,2199
SKU00446,2199
SKU02957,2198
SKU02769,2198
SKU01044,2198
SKU01528,2197
SKU02650,2197
SKU03796,2195
SKU01436,2195
SKU00835,2193
SKU03051,2193
SKU03720,2192
SKU02512,2192
SKU04817,2192
SKU02121,2191
SKU04020,2191
SKU00789,2189
SKU00747,2189
SKU01765,2188
SKU01488,2187
SKU01458,2186
SKU03327,2185
SKU04436,2185
SKU03890,2185
SKU01427,2184
SKU04444,2184
SKU03331,2184
SKU02080,2184
SKU02647,2183
SKU03917,2183
SKU01955,2181
SKU00315,2181
SKU00922,2179
SKU03495,2179
SKU00023,2179
SKU02771,2178
SKU04594,2178
SKU03120,2178
SKU03202,2177
SKU02595,2177
SKU03215,2176
SKU03197,2175
SKU01143,2174
SKU00248,2174
SKU03557,2172
SKU03288,2172
SKU00488,2172
SKU04772,2171
SKU01257,2171
SKU02406,2171
SKU02284,2170
SKU00233,2170
SKU04135,2168
SKU01016,2168
SKU04296,2166
SKU00358,2165
SKU03516,2164
SKU04742,2164
SKU00723,2163
SKU03103,2162
SKU02971,2161
SKU00450,2161
SKU03989,2161
SKU01640,2160
SKU02914,2160
SKU02468,2160
SKU04136,2159
SKU00492,2158
SKU01767,2156
SKU01358,2156
SKU04091,2156
SKU01199,2156
SKU02019,2155
SKU03658,2155
SKU02671,2155
SKU00715,2153
SKU04912,2153
SKU01523,2152
SKU02646,2152
SKU00196,2152
SKU00701,2150
SKU02901,2149
SKU04675,2149
SKU00677,2148
SKU03985,2148
SKU01779,2146
SKU02188,2145
SKU04730,2144
SKU01176,2144
SKU01116,2143
SKU02703,2143
SKU01004,2143
SKU00792,2142
SKU04799,2142
SKU02011,2141
SKU04986,2141
SKU00072,2139
SKU00455,2139
SKU04990,2139
SKU02166,2139
SKU03715,2138
SKU00977,2137
SKU00135,2136
SKU04506,2136
SKU01367,2133
SKU04685,2133
SKU04520,2132
SKU01482,2131
SKU04744,2131
SKU04767,2131
SKU04595,2130
SKU03993,2128
SKU01625,2127
SKU00427,2127
SKU01894,2127
SKU01000,2127
SKU04205,2126
SKU00360,2126
SKU01157,2124
SKU03643,2124
SKU02993,2124
SKU03243,2124
SKU03237,2122
SKU03371,2121
SKU04743,2121
SKU03767,2121
SKU03386,2120
SKU01771,2120
SKU01661,2120
SKU00722,2119
SKU03869,2119
SKU01376,2118
SKU04495,2117
SKU03026,2117
SKU02109,2116
SKU02770,2116
SKU04859,2115
SKU00377,2115
SKU02887,2114
SKU04635,2114
SKU03756,2114
SKU02438,2111
SKU03083,2111
SKU04972,2110
SKU00257,2110
SKU00716,2108
SKU03396,2108
SKU03983,2107
SKU00474,2107
SKU01135,2107
SKU03962,2107
SKU01036,2107
SKU03289,2105
SKU00703,2105
SKU01964,2105
SKU00375,2105
SKU02066,2105
SKU03711,2104
SKU03987,2102
SKU00866,2102
SKU03613,2102
SKU01096,2101
SKU00138,2101
SKU00657,2101
SKU02131,2100
SKU00881,2100
SKU03122,2100
SKU03650,2099
SKU02619,2099
SKU00931,2099
SKU03245,2098
SKU01056,2098
SKU00975,2097
SKU02138,2097
SKU03265,2096
SKU03408,2096
SKU03795,2094
SKU03409,2093
SKU00637,2093
SKU04203,2090
SKU02137,2090
SKU01015,2090
SKU03483,2090
SKU01342,2089
SKU01172,2088
SKU04049,2086
SKU02126,2086
SKU01334,2085
SKU00884,2084
SKU03729,2084
SKU03364,2083
SKU03453,2083
SKU03094,2083
SKU01313,2083
SKU04589,2082
SKU01858,2082
SKU01397,2081
SKU03723,2081
SKU02575,2080
SKU00798,2080
SKU04597,2080
SKU00040,2078
SKU04407,2078
SKU01909,2078
SKU01460,2077
SKU01288,2076
SKU03307,2076
SKU00133,2076
SKU04530,2076
SKU01548,2075
SKU03182,2075
SKU01832,2075
SKU04405,2075
SKU01405,2074
SKU03097,2073
SKU00184,2073
SKU03946,2072
SKU02685,2072
SKU00200,2071
SKU02846,2070
SKU00719,2070
SKU03752,2070
SKU02499,2069
SKU01727,2068
SKU01708,2067
SKU04956,2067
SKU02927,2066
SKU04248,2066
SKU01637,2065
SKU04928,2064
SKU02136,2064
SKU01631,2062
SKU03475,2061
SKU04177,2060
SKU01588,2060
SKU04983,2060
SKU04896,2059
SKU03486,2059
SKU00227,2059
SKU00160,2059
SKU03256,2059
SKU02379,2058
SKU03933,2057
SKU00483,2057
SKU01570,2057
SKU00811,2057
SKU03596,2055
SKU00515,2054
SKU02093,2053
SKU04962,2053
SKU04406,2053
SKU03589,2053
SKU01282,2050
SKU01393,2050
SKU02548,2049
SKU01624,2048
SKU01259,2047
SKU04680,2047
SKU04682,2046
SKU00439,2046
SKU00905,2045
SKU02936,2045
SKU03398,2044
SKU03247,2043
SKU03390,2043
SKU02742,2042
SKU04891,2042
SKU02385,2041
SKU01718,2040
SKU04688,2039
SKU01846,2039
SKU03498,2039
SKU00392,2039
SKU04737,2039
SKU03252,2038
SKU00799,2037
SKU01355,2036
SKU01128,2036
SKU03238,2036
SKU02552,2035
SKU01131,2035
SKU01314,2034
SKU01757,2033
SKU01039,2033
SKU00745,2032
SKU01389,2032
SKU04130,2032
SKU04524,2031
SKU03774,2031
SKU02012,2031
SKU03540,2031
SKU02966,2029
SKU03830,2028
SKU03059,2028
SKU04184,2027
SKU03268,2026
SKU01899,2026
SKU01703,2026
SKU03705,2025
SKU00159,2025
SKU00245,2024
SKU02929,2024
SKU02377,2024
SKU04922,2024
SKU02439,2021
SKU00031,2019
SKU01208,2018
SKU00555,2017
SKU01691,2017
SKU04079,2017
SKU04098,2017
SKU02312,2016
SKU01008,2016
SKU04739,2014
SKU04232,2013
SKU03234,2011
SKU00928,2010
SKU03313,2009
SKU01103,2008
SKU01202,2007
SKU04303,2007
SKU00960,2005
SKU00452,2005
SKU02199,2003
SKU01996,2002
SKU00357,2000
SKU02349,1999
SKU04114,1998
SKU00356,1998
SKU01494,1998
SKU00485,1995
SKU00434,1995
SKU04483,1994
SKU00212,1994
SKU00085,1994
SKU04837,1994
SKU04765,1993
SKU00179,1993
SKU00425,1993
SKU03929,1993
SKU01879,1993
SKU00809,1992
SKU01518,1992
SKU03750,1991
SKU00395,1991
SKU03537,1990
SKU01043,1990
SKU03786,1990
SKU02395,1990
SKU00630,1989
SKU04669,1989
SKU04278,1988
SKU01461,1988
SKU04673,1988
SKU00525,1987
SKU01776,1986
SKU03810,1986
SKU00349,1985
SKU03654,1984
SKU02090,1984
SKU04340,1984
SKU00979,1984
SKU04695,1983
SKU02361,1982
SKU03344,1982
SKU03780,1982
SKU01768,1982
SKU04875,1981
SKU04208,1981
SKU04210,1980
SKU03318,1980
SKU03480,1979
SKU03393,1979
SKU03995,1978
SKU01080,1978
SKU00470,1978
SKU01734,1977
SKU01366,1976
SKU03469,1976
SKU01895,1976
SKU03200,1975
SKU02750,1975
SKU04085,1974
SKU04900,1974
SKU00878,1974
SKU00801,1974
SKU00053,1974
SKU03878,1973
SKU03099,1973
SKU03075,1973
SKU03988,1972
SKU00473,1972
SKU02610,1971
SKU00165,1971
SKU02804,1970
SKU01850,1969
SKU03304,1969
SKU02451,1969
SKU03003,1968
SKU01952,1968
SKU00440,1968
SKU03525,1968
SKU04736,1968
SKU04525,1968
SKU02569,1967
SKU02918,1967
SKU01169,1966
SKU03819,1966
SKU03489,1965
SKU00911,1965
SKU00545,1964
SKU01321,1964
SKU02893,1963
SKU04119,1962
SKU02287,1962
SKU03350,1960
SKU01787,1959
SKU01233,1959
SKU02994,1959
SKU04834,1958
SKU02144,1958
SKU00817,1958
SKU02507,1958
SKU03952,1957
SKU03862,1956
SKU04731,1955
SKU02508,1955
SKU03244,1954
SKU02995,1954
SKU03283,1954
SKU01076,1953
SKU02592,1953
SKU02629,1953
SKU00070,1952
SKU03579,1951
SKU03204,1951
SKU04187,1950
SKU02190,1950
SKU01739,1949
SKU00992,1949
SKU02246,1949
SKU02370,1946
SKU04512,1946
SKU01918,1946
SKU00287,1945
SKU01102,1945
SKU01265,1945
SKU03191,1944
SKU00147,1944
SKU03614,1944
SKU00109,1943
SKU02305,1943
SKU01543,1943
SKU01800,1942
SKU00120,1941
SKU04947,1941
SKU03482,1941
SKU03412,1941
SKU03418,1941
SKU04704,1941
SKU02978,1941
SKU01607,1940
SKU03280,1939
SKU00733,1939
SKU04804,1939
SKU03776,1938
SKU02020,1938
SKU02113,1937
SKU01344,1936
SKU04564,1935
SKU03570,1934
SKU03389,1934
SKU01408,1934
SKU00889,1933
SKU00999,1932
SKU04892,1932
SKU04884,1932
SKU02133,1932
SKU04850,1931
SKU02125,1930
SKU00247,1929
SKU01788,1929
SKU03563,1927
SKU02581,1926
SKU04774,1926
SKU04009,1924
SKU03944,1923
SKU01574,1923
SKU02839,1922
SKU04219,1922
SKU04289,1922
SKU01712,1921
SKU04672,1920
SKU01975,1920
SKU03817,1920
SKU01497,1919
SKU04122,1918
SKU02341,1917
SKU00981,1917
SKU01019,1917
SKU00634,1916
SKU02452,1915
SKU01380,1915
SKU04426,1915
SKU00664,1914
SKU00464,1914
SKU03721,1914
SKU02956,1914
SKU00025,1913
SKU02134,1913
SKU01409,1912
SKU00225,1911
SKU03072,1910
SKU01848,1909
SKU04844,1909
SKU04435,1909
SKU02788,1908
SKU03549,1908
SKU01962,1908
SKU01060,1908
SKU04977,1906
SKU01930,1905
SKU02511,1904
SKU00493,1903
SKU04433,1903
SKU02623,1902
SKU01947,1902
SKU04083,1901
SKU01400,1901
SKU03361,1901
SKU03405,1901
SKU01622,1900
SKU00838,1900
SKU03020,1900
SKU00098,1899
SKU03041,1899
SKU03751,1899
SKU01887,1899
SKU00816,1899
SKU02940,1897
SKU04193,1896
SKU03078,1896
SKU01586,1896
SKU02288,1895
SKU03404,1894
SKU01540,1894
SKU04523,1894
SKU00054,1893
SKU02716,1893
SKU02553,1892
SKU03877,1892
SKU03419,1892
SKU00191,1891
SKU01349,1891
SKU01609,1890
SKU04076,1890
SKU04087,1890
SKU00282,1889
SKU00132,1888
SKU02599,1888
SKU00067,1887
SKU04384,1887
SKU00234,1887
SKU02026,1887
SKU01234,1886
SKU02273,1885
SKU04529,1885
SKU02934,1884
SKU01772,1884
SKU02554,1884
SKU00673,1883
SKU02135,1883
SKU00951,1883
SKU02359,1883
SKU04174,1883
SKU02210,1882
SKU00033,1882
SKU04687,1881
SKU02598,1880
SKU03490,1879
SKU03164,1879
SKU04836,1879
SKU03928,1877
SKU01130,1877
SKU02688,1876
SKU02577,1876
SKU01286,1876
SKU03880,1876
SKU02525,1875
SKU02782,1874
SKU02555,1874
SKU04628,1873
SKU01760,1873
SKU00561,1872
SKU04229,1872
SKU02306,1871
SKU02876,1871
SKU01459,1871
SKU01429,1871
SKU01954,1871
SKU02480,1869
SKU03976,1869
SKU02097,1868
SKU01521,1868
SKU03831,1868
SKU02214,1868
SKU04788,1868
SKU00648,1867
SKU00428,1866
SKU01198,1866
SKU04527,1866
SKU03279,1866
SKU01081,1865
SKU03068,1864
SKU02550,1864
SKU00221,1863
SKU02005,1863
SKU04182,1863
SKU02582,1863
SKU01956,1863
SKU02235,1863
SKU00794,1863
SKU03471,1863
SKU02816,1862
SKU01562,1862
SKU03728,1860
SKU03380,1859
SKU00757,1859
SKU02762,1859
SKU02895,1858
SKU04734,1857
SKU04810,1857
SKU04846,1856
SKU00522,1856
SKU03342,1855
SKU01647,1855
SKU02708,1855
SKU00194,1854
SKU00035,1852
SKU04299,1852
SKU03736,1852
SKU03359,1852
SKU02315,1851
SKU01564,1851
SKU00039,1850
SKU02852,1848
SKU00231,1848
SKU01710,1848
SKU00780,1846
SKU01001,1846
SKU02670,1846
SKU01213,1846
SKU00765,1845
SKU03478,1845
SKU02275,1845
SKU01094,1844
SKU04323,1843
SKU02394,1843
SKU03270,1843
SKU01445,1842
SKU01095,1842
SKU03324,1841
SKU00962,1841
SKU01921,1840
SKU04678,1839
SKU03216,1838
SKU01141,1838
SKU02977,1838
SKU03849,1837
SKU02346,1837
SKU02721,1836
SKU03411,1836
SKU04974,1835
SKU01417,1835
SKU03033,1835
SKU03806,1834
SKU01791,1834
SKU04238,1834
SKU04333,1833
SKU02062,1833
SKU04868,1833
SKU04866,1832
SKU04644,1832
SKU04820,1832
SKU01749,1832
SKU03345,1831
SKU00520,1831
SKU01394,1831
SKU02206,1831
SKU01868,1830
SKU02085,1830
SKU02919,1830
SKU02396,1829
SKU03692,1829
SKU04183,1829
SKU03873,1828
SKU02784,1827
SKU03147,1826
SKU01585,1826
SKU01253,1826
SKU01539,1826
SKU04674,1826
SKU04378,1826
SKU02174,1825
SKU04226,1825
SKU03842,1824
SKU02151,1824
SKU00472,1824
SKU01875,1823
SKU01305,1823
SKU04014,1821
SKU01681,1821
SKU02043,1821
SKU00118,1821
SKU04415,1821
SKU00139,1819
SKU04573,1819
SKU03178,1819
SKU03448,1818
SKU00759,1817
SKU04724,1816
SKU03924,1816
SKU00989,1815
SKU04263,1815
SKU04860,1815
SKU02238,1814
SKU00295,1813
SKU04619,1812
SKU04586,1811
SKU04708,1811
SKU04059,1810
SKU02868,1810
SKU04312,1810
SKU00121,1809
SKU02444,1809
SKU04115,1808
SKU03121,1807
SKU02680,1807
SKU02758,1805
SKU00065,1805
SKU01181,1804
SKU00933,1803
SKU00626,1803
SKU01900,1803
SKU03047,1802
SKU00157,1802
SKU00107,1801
SKU00607,1800
SKU01689,1800
SKU02311,1799
SKU03056,1798
SKU04631,1798
SKU00670,1797
SKU04534,1797
SKU02561,1797
SKU03814,1797
SKU03410,1797
SKU00297,1797
SKU00339,1797
SKU00839,1796
SKU02799,1796
SKU00899,1796
SKU00220,1795
SKU00219,1794
SKU04500,1794
SKU00253,1794
SKU04202,1792
SKU03116,1792
SKU01431,1792
SKU03994,1792
SKU02831,1791
SKU01283,1791
SKU01945,1791
SKU00897,1791
SKU03007,1790
SKU03593,1790
SKU02996,1790
SKU03377,1789
SKU04951,1789
SKU01375,1789
SKU03973,1789
SKU04862,1788
SKU01596,1787
SKU00334,1787
SKU03859,1786
SKU04036,1786
SKU02572,1786
SKU01618,1786
SKU04696,1786
SKU04179,1785
SKU00299,1783
SKU02815,1783
SKU03407,1783
SKU00128,1783
SKU03439,1782
SKU01325,1781
SKU00927,1781
SKU03236,1781
SKU00627,1781
SKU01933,1779
SKU01793,1779
SKU03825,1779
SKU01529,1778
SKU04516,1778
SKU04579,1778
SKU01235,1778
SKU01855,1777
SKU00022,1777
SKU03431,1776
SKU01742,1775
SKU01557,1775
SKU04328,1775
SKU00284,1774
SKU02058,1774
SKU03558,1773
SKU02102,1773
SKU04258,1772
SKU02118,1771
SKU01932,1771
SKU01614,1771
SKU04431,1770
SKU01579,1768
SKU02053,1767
SKU00659,1767
SKU01386,1767
SKU01910,1767
SKU00656,1767
SKU00852,1766
SKU02289,1766
SKU03387,1766
SKU01404,1766
SKU00552,1765
SKU04752,1765
SKU02186,1764
SKU03332,1764
SKU01901,1764
SKU00057,1764
SKU00303,1763
SKU03343,1761
SKU01350,1760
SKU04304,1759
SKU02457,1759
SKU01364,1759
SKU03000,1759
SKU02153,1759
SKU04297,1759
SKU04463,1758
SKU02299,1757
SKU04511,1757
SKU04496,1755
SKU00777,1755
SKU03920,1755
SKU03881,1755
SKU03037,1755
SKU01948,1754
SKU02744,1754
SKU01178,1753
SKU04728,1753
SKU04944,1751
SKU03635,1750
SKU00744,1750
SKU02874,1749
SKU00689,1749
SKU02528,1748
SKU04301,1748
SKU01692,1747
SKU02244,1746
SKU01694,1746
SKU04150,1746
SKU03629,1745
SKU01368,1745
SKU03400,1745
SKU00430,1745
SKU02527,1744
SKU01390,1744
SKU01362,1743
SKU02724,1743
SKU00736,1743
SKU04293,1743
SKU01566,1743
SKU02749,1742
SKU02399,1742
SKU01581,1742
SKU00268,1742
SKU01033,1742
SKU02777,1741
SKU02834,1741
SKU03214,1741
SKU01963,1741
SKU01291,1741
SKU02124,1740
SKU04864,1740
SKU01327,1739
SKU03852,1738
SKU04501,1738
SKU04578,1737
SKU03071,1737
SKU00604,1737
SKU04769,1737
SKU04886,1736
SKU03896,1736
SKU04938,1736
SKU04917,1735
SKU03183,1735
SKU04448,1735
SKU01163,1735
SKU02719,1735
SKU01676,1735
SKU03577,1734
SKU01744,1734
SKU04374,1734
SKU01883,1734
SKU02910,1734
SKU02906,1733
SKU03261,1733
SKU02855,1732
SKU00265,1732
SKU02608,1732
SKU04151,1731
SKU00750,1730
SKU02607,1730
SKU01168,1729
SKU03224,1729
SKU02495,1728
SKU02832,1728
SKU02711,1728
SKU01361,1727
SKU03227,1727
SKU03370,1726
SKU04638,1726
SKU02127,1726
SKU04861,1726
SKU03517,1726
SKU01173,1725
SKU04745,1725
SKU00900,1725
SKU04189,1725
SKU04449,1724
SKU02455,1724
SKU01750,1724
SKU00101,1724
SKU01335,1723
SKU02679,1723
SKU04582,1723
SKU00508,1723
SKU00261,1721
SKU04740,1721
SKU03637,1721
SKU01873,1720
SKU01218,1720
SKU03086,1720
SKU04965,1719
SKU04838,1719
SKU03074,1719
SKU00218,1718
SKU04472,1718
SKU03939,1716
SKU00517,1716
SKU00544,1716
SKU04761,1715
SKU04514,1715
SKU00533,1715
SKU00144,1714
SKU03595,1714
SKU00217,1713
SKU04072,1713
SKU03585,1713
SKU04624,1713
SKU04000,1712
SKU02586,1712
SKU00674,1711
SKU01615,1710
SKU00267,1710
SKU02917,1709
SKU00352,1709
SKU04178,1709
SKU00971,1709
SKU00215,1709
SKU03586,1708
SKU00663,1708
SKU00708,1707
SKU03951,1707
SKU03972,1707
SKU01550,1707
SKU04699,1707
SKU01024,1706
SKU04732,1705
SKU01333,1705
SKU04961,1705
SKU03606,1705
SKU02959,1705
SKU02636,1705
SKU04540,1705
SKU01145,1704
SKU04533,1704
SKU00192,1703
SKU01111,1702
SKU02701,1702
SKU03239,1701
SKU03662,1701
SKU02635,1701
SKU00273,1700
SKU04510,1700
SKU01802,1700
