store_id,sku_id,stock_on_hand,reorder_point,safety_stock,last_restock_date,reorder_gap,safety_stock_gap,stock_to_reorder_ratio,risk_category,risk_score
ST01,SKU01651,299,54,11,2025-07-11,245,288,5.537037037037037,Low,10
ST18,SKU00837,103,30,13,2025-06-28,73,90,3.433333333333333,Low,10
ST21,SKU00317,196,35,17,2025-07-10,161,179,5.6,Low,10
ST07,SKU02368,0,35,8,2025-08-17,-35,-8,0.0,Critical,100
ST28,SKU01030,0,56,25,2025-10-09,-56,-25,0.0,Critical,100
ST05,SKU04281,278,64,16,2025-06-21,214,262,4.34375,Low,10
ST01,SKU02590,283,84,23,2025-07-08,199,260,3.369047619047619,Low,10
ST08,SKU01317,0,58,14,2025-09-10,-58,-14,0.0,Critical,100
ST25,SKU00732,305,66,25,2025-08-26,239,280,4.621212121212121,Low,10
ST06,SKU04654,130,27,9,2025-08-02,103,121,4.814814814814815,Low,10
ST02,SKU03192,352,70,32,2025-06-15,282,320,5.0285714285714285,Low,10
ST24,SKU03476,0,58,22,2025-08-30,-58,-22,0.0,Critical,100
ST29,SKU01605,141,43,11,2025-05-30,98,130,3.2790697674418605,Low,10
ST03,SKU00155,218,37,16,2025-05-10,181,202,5.891891891891892,Low,10
ST25,SKU02129,398,89,41,2025-06-11,309,357,4.47191011235955,Low,10
ST18,SKU00958,112,35,10,2025-07-14,77,102,3.2,Low,10
ST04,SKU01023,287,67,21,2025-08-03,220,266,4.2835820895522385,Low,10
ST23,SKU03251,497,94,39,2025-07-09,403,458,5.287234042553192,Low,10
ST07,SKU04475,307,61,25,2025-06-23,246,282,5.032786885245901,Low,10
ST17,SKU03702,0,21,10,2025-09-20,-21,-10,0.0,Critical,100
ST10,SKU02531,0,85,34,2025-09-29,-85,-34,0.0,Critical,100
ST15,SKU04824,0,64,17,2025-09-12,-64,-17,0.0,Critical,100
ST08,SKU01438,0,61,19,2025-08-13,-61,-19,0.0,Critical,100
ST06,SKU00574,283,79,25,2025-07-02,204,258,3.5822784810126582,Low,10
ST21,SKU03592,168,48,15,2025-07-24,120,153,3.5,Low,10
ST09,SKU04292,93,22,6,2025-08-24,71,87,4.2272727272727275,Low,10
ST26,SKU04690,558,98,34,2025-05-14,460,524,5.6938775510204085,Low,10
ST14,SKU02421,130,28,10,2025-05-30,102,120,4.642857142857143,Low,10
ST12,SKU04526,183,40,15,2025-07-06,143,168,4.575,Low,10
ST29,SKU03941,210,43,21,2025-06-25,167,189,4.883720930232558,Low,10
ST19,SKU01038,119,38,8,2025-06-15,81,111,3.1315789473684212,Low,10
ST20,SKU01906,183,51,23,2025-07-05,132,160,3.588235294117647,Low,10
ST20,SKU03892,269,75,24,2025-08-13,194,245,3.5866666666666664,Low,10
ST25,SKU04236,285,50,11,2025-07-12,235,274,5.7,Low,10
ST30,SKU04580,311,52,23,2025-05-12,259,288,5.980769230769231,Low,10
ST21,SKU00330,460,82,30,2025-05-22,378,430,5.609756097560975,Low,10
ST07,SKU04596,0,31,9,2025-08-04,-31,-9,0.0,Critical,100
ST26,SKU01428,193,61,17,2025-05-12,132,176,3.1639344262295084,Low,10
ST07,SKU02381,0,34,10,2025-10-03,-34,-10,0.0,Critical,100
ST26,SKU03414,199,38,18,2025-06-19,161,181,5.2368421052631575,Low,10
ST27,SKU04016,0,64,16,2025-08-19,-64,-16,0.0,Critical,100
ST18,SKU02247,0,74,15,2025-10-11,-74,-15,0.0,Critical,100
ST25,SKU00974,0,89,43,2025-09-15,-89,-43,0.0,Critical,100
ST30,SKU01318,342,61,29,2025-06-19,281,313,5.60655737704918,Low,10
ST21,SKU03484,501,100,37,2025-08-16,401,464,5.01,Low,10
ST29,SKU04062,332,86,37,2025-07-29,246,295,3.86046511627907,Low,10
ST10,SKU01605,288,83,27,2025-07-08,205,261,3.4698795180722892,Low,10
ST27,SKU04955,183,44,9,2025-08-25,139,174,4.159090909090909,Low,10
ST25,SKU02142,175,36,10,2025-06-12,139,165,4.861111111111111,Low,10
ST23,SKU03493,139,26,12,2025-07-15,113,127,5.346153846153846,Low,10
ST04,SKU03251,324,74,29,2025-07-08,250,295,4.378378378378378,Low,10
ST21,SKU04652,129,24,8,2025-06-05,105,121,5.375,Low,10
ST02,SKU02387,128,36,18,2025-07-25,92,110,3.5555555555555554,Low,10
ST14,SKU01495,219,52,18,2025-05-07,167,201,4.211538461538462,Low,10
ST07,SKU04717,153,32,9,2025-08-31,121,144,4.78125,Low,10
ST18,SKU02368,0,39,10,2025-10-08,-39,-10,0.0,Critical,100
ST06,SKU03031,116,33,10,2025-07-29,83,106,3.515151515151515,Low,10
ST23,SKU02217,190,37,14,2025-06-23,153,176,5.135135135135135,Low,10
ST23,SKU00002,0,32,14,2025-08-12,-32,-14,0.0,Critical,100
ST12,SKU04768,260,63,30,2025-07-29,197,230,4.126984126984127,Low,10
ST24,SKU03839,119,25,9,2025-05-23,94,110,4.76,Low,10
ST10,SKU03941,133,26,7,2025-05-30,107,126,5.115384615384615,Low,10
ST17,SKU00682,305,51,24,2025-08-17,254,281,5.980392156862745,Low,10
ST15,SKU04019,245,51,24,2025-06-06,194,221,4.803921568627451,Low,10
ST27,SKU03090,165,44,18,2025-05-12,121,147,3.75,Low,10
ST01,SKU01906,220,40,19,2025-07-22,180,201,5.5,Low,10
ST20,SKU01919,410,94,29,2025-09-01,316,381,4.361702127659575,Low,10
ST02,SKU02279,436,83,32,2025-05-08,353,404,5.253012048192771,Low,10
ST19,SKU04663,0,89,30,2025-08-31,-89,-30,0.0,Critical,100
ST12,SKU03492,431,77,33,2025-08-20,354,398,5.597402597402597,Low,10
ST29,SKU02907,191,38,9,2025-08-25,153,182,5.026315789473684,Low,10
ST10,SKU00679,259,53,25,2025-06-01,206,234,4.886792452830188,Low,10
ST18,SKU04475,338,61,28,2025-05-27,277,310,5.540983606557377,Low,10
ST06,SKU03152,170,42,16,2025-07-28,128,154,4.0476190476190474,Low,10
ST16,SKU01396,204,62,16,2025-07-14,142,188,3.2903225806451615,Low,10
ST07,SKU03562,364,88,36,2025-05-29,276,328,4.136363636363637,Low,10
ST10,SKU04062,181,52,20,2025-08-05,129,161,3.480769230769231,Low,10
ST10,SKU03833,226,58,12,2025-05-23,168,214,3.896551724137931,Low,10
ST27,SKU00996,0,54,15,2025-08-27,-54,-15,0.0,Critical,100
ST30,SKU02728,136,29,6,2025-06-03,107,130,4.689655172413793,Low,10
ST18,SKU03428,133,26,9,2025-08-20,107,124,5.115384615384615,Low,10
ST25,SKU00169,0,54,13,2025-08-25,-54,-13,0.0,Critical,100
ST04,SKU03493,367,69,21,2025-05-30,298,346,5.318840579710145,Low,10
ST15,SKU01696,281,82,21,2025-06-10,199,260,3.426829268292683,Low,10
ST21,SKU04894,290,61,30,2025-06-27,229,260,4.754098360655738,Low,10
ST29,SKU01042,186,43,11,2025-07-11,143,175,4.325581395348837,Low,10
ST19,SKU00354,299,59,18,2025-06-03,240,281,5.067796610169491,Low,10
ST27,SKU02164,357,70,16,2025-07-22,287,341,5.1,Low,10
ST25,SKU01337,321,95,47,2025-07-22,226,274,3.3789473684210525,Low,10
ST15,SKU00649,439,85,31,2025-07-24,354,408,5.1647058823529415,Low,10
ST04,SKU02217,310,89,25,2025-07-15,221,285,3.4831460674157304,Low,10
ST19,SKU03737,81,24,10,2025-08-26,57,71,3.375,Low,10
ST05,SKU03839,301,51,11,2025-07-06,250,290,5.901960784313726,Low,10
ST22,SKU03254,188,54,22,2025-05-29,134,166,3.4814814814814814,Low,10
ST29,SKU01981,317,61,20,2025-05-22,256,297,5.19672131147541,Low,10
ST15,SKU02046,0,53,12,2025-10-05,-53,-12,0.0,Critical,100
ST15,SKU04032,0,51,16,2025-08-28,-51,-16,0.0,Critical,100
ST08,SKU03090,289,67,15,2025-07-09,222,274,4.313432835820896,Low,10
ST03,SKU00531,0,65,32,2025-10-05,-65,-32,0.0,Critical,100
ST25,SKU04491,143,35,15,2025-05-24,108,128,4.085714285714285,Low,10
ST06,SKU04212,318,92,33,2025-08-07,226,285,3.4565217391304346,Low,10
ST23,SKU03627,198,34,10,2025-06-24,164,188,5.823529411764706,Low,10
ST14,SKU04073,216,65,18,2025-07-01,151,198,3.3230769230769233,Low,10
ST19,SKU04905,229,63,22,2025-05-18,166,207,3.634920634920635,Low,10
ST17,SKU01863,518,96,47,2025-07-19,422,471,5.395833333333333,Low,10
ST10,SKU02907,152,33,12,2025-08-25,119,140,4.606060606060606,Low,10
ST13,SKU02387,264,88,40,2025-07-09,176,224,3.0,Low,10
ST18,SKU04717,166,44,9,2025-08-26,122,157,3.772727272727273,Low,10
ST18,SKU00516,160,44,14,2025-08-03,116,146,3.6363636363636362,Low,10
ST04,SKU02567,270,63,18,2025-06-12,207,252,4.285714285714286,Low,10
ST16,SKU03624,290,59,12,2025-06-09,231,278,4.915254237288136,Low,10
ST21,SKU03968,183,44,12,2025-07-29,139,171,4.159090909090909,Low,10
ST07,SKU01818,228,55,15,2025-09-02,173,213,4.1454545454545455,Low,10
ST12,SKU04902,218,47,13,2025-08-06,171,205,4.638297872340425,Low,10
ST17,SKU03031,146,28,6,2025-07-06,118,140,5.214285714285714,Low,10
ST22,SKU03375,521,97,23,2025-06-14,424,498,5.371134020618556,Low,10
ST15,SKU04153,151,43,10,2025-05-15,108,141,3.511627906976744,Low,10
ST08,SKU00996,0,87,33,2025-09-18,-87,-33,0.0,Critical,100
ST27,SKU01009,0,56,17,2025-10-02,-56,-17,0.0,Critical,100
ST11,SKU02462,0,23,8,2025-09-09,-23,-8,0.0,Critical,100
ST14,SKU04194,270,87,27,2025-07-06,183,243,3.103448275862069,Low,10
ST21,SKU00935,162,53,20,2025-06-30,109,142,3.056603773584906,Low,10
ST28,SKU03863,509,94,34,2025-06-23,415,475,5.414893617021277,Low,10
ST26,SKU04019,267,58,25,2025-07-21,209,242,4.603448275862069,Low,10
ST10,SKU03257,284,52,23,2025-06-04,232,261,5.461538461538462,Low,10
ST19,SKU04797,372,88,29,2025-07-06,284,343,4.2272727272727275,Low,10
ST10,SKU01042,92,25,11,2025-07-03,67,81,3.68,Low,10
ST03,SKU04035,0,25,6,2025-10-03,-25,-6,0.0,Critical,100
ST08,SKU02164,367,91,31,2025-08-12,276,336,4.032967032967033,Low,10
ST27,SKU04392,107,33,9,2025-05-15,74,98,3.242424242424242,Low,10
ST13,SKU02279,349,68,34,2025-08-01,281,315,5.132352941176471,Low,10
ST06,SKU03286,163,32,10,2025-06-17,131,153,5.09375,Low,10
ST28,SKU00830,0,90,34,2025-09-07,-90,-34,0.0,Critical,100
ST21,SKU01874,395,92,41,2025-08-21,303,354,4.293478260869565,Low,10
ST07,SKU01939,156,27,9,2025-07-28,129,147,5.777777777777778,Low,10
ST10,SKU01981,239,70,23,2025-08-19,169,216,3.414285714285714,Low,10
ST25,SKU02747,0,86,30,2025-10-10,-86,-30,0.0,Critical,100
ST25,SKU00532,275,60,28,2025-08-21,215,247,4.583333333333333,Low,10
ST14,SKU04315,0,21,7,2025-08-21,-21,-7,0.0,Critical,100
ST06,SKU00024,216,68,17,2025-06-01,148,199,3.176470588235294,Low,10
ST04,SKU03627,397,91,23,2025-08-07,306,374,4.362637362637362,Low,10
ST24,SKU00832,0,22,8,2025-09-29,-22,-8,0.0,Critical,100
ST20,SKU01356,385,98,41,2025-05-24,287,344,3.9285714285714284,Low,10
ST18,SKU00758,140,25,8,2025-05-30,115,132,5.6,Low,10
ST04,SKU04795,363,72,26,2025-07-10,291,337,5.041666666666667,Low,10
ST23,SKU02822,205,60,21,2025-05-21,145,184,3.4166666666666665,Low,10
ST04,SKU02580,295,62,28,2025-07-12,233,267,4.758064516129032,Low,10
ST16,SKU01880,411,90,21,2025-06-27,321,390,4.566666666666666,Low,10
ST16,SKU01651,221,69,30,2025-07-17,152,191,3.2028985507246377,Low,10
ST24,SKU04215,338,60,14,2025-05-22,278,324,5.633333333333334,Low,10
ST03,SKU00894,440,81,26,2025-06-23,359,414,5.432098765432099,Low,10
ST25,SKU04854,83,24,10,2025-05-21,59,73,3.4583333333333335,Low,10
ST11,SKU04919,365,84,29,2025-08-09,281,336,4.345238095238095,Low,10
ST25,SKU02639,444,74,16,2025-07-17,370,428,6.0,Low,10
ST06,SKU04346,0,41,10,2025-10-11,-41,-10,0.0,Critical,100
ST11,SKU04690,275,52,25,2025-08-03,223,250,5.288461538461538,Low,10
ST14,SKU02221,183,40,12,2025-06-05,143,171,4.575,Low,10
ST26,SKU04261,103,33,13,2025-05-09,70,90,3.121212121212121,Low,10
ST26,SKU04032,0,52,11,2025-10-05,-52,-11,0.0,Critical,100
ST07,SKU02999,220,46,22,2025-05-15,174,198,4.782608695652174,Low,10
ST17,SKU04212,240,57,24,2025-06-04,183,216,4.2105263157894735,Low,10
ST22,SKU00355,214,52,19,2025-07-15,162,195,4.115384615384615,Low,10
ST13,SKU00535,129,43,17,2025-07-01,86,112,3.0,Low,10
ST25,SKU03807,185,56,13,2025-08-24,129,172,3.3035714285714284,Low,10
ST15,SKU01133,287,49,23,2025-05-11,238,264,5.857142857142857,Low,10
ST11,SKU01428,197,39,19,2025-05-16,158,178,5.051282051282051,Low,10
ST02,SKU04052,310,100,27,2025-05-22,210,283,3.1,Low,10
ST14,SKU01174,321,67,26,2025-07-08,254,295,4.791044776119403,Low,10
ST28,SKU03058,348,68,28,2025-08-21,280,320,5.117647058823529,Low,10
ST24,SKU04107,217,46,14,2025-05-22,171,203,4.717391304347826,Low,10
ST08,SKU03574,346,60,29,2025-07-26,286,317,5.766666666666667,Low,10
ST14,SKU00127,355,92,24,2025-07-11,263,331,3.858695652173913,Low,10
ST02,SKU03005,311,59,17,2025-07-16,252,294,5.271186440677966,Low,10
ST26,SKU04153,177,44,16,2025-06-23,133,161,4.0227272727272725,Low,10
ST02,SKU02776,0,56,14,2025-08-21,-56,-14,0.0,Critical,100
ST29,SKU03633,0,58,14,2025-08-05,-58,-14,0.0,Critical,100
ST22,SKU02462,0,20,7,2025-08-29,-20,-7,0.0,Critical,100
ST01,SKU01356,118,35,12,2025-08-21,83,106,3.3714285714285714,Low,10
ST27,SKU04526,167,30,10,2025-07-15,137,157,5.566666666666666,Low,10
ST30,SKU02057,326,69,33,2025-08-11,257,293,4.72463768115942,Low,10
ST04,SKU02822,344,77,31,2025-08-22,267,313,4.467532467532467,Low,10
ST05,SKU04215,117,35,17,2025-05-19,82,100,3.342857142857143,Low,10
ST24,SKU04228,458,88,20,2025-06-24,370,438,5.204545454545454,Low,10
ST20,SKU00551,94,20,6,2025-06-24,74,88,4.7,Low,10
ST18,SKU01939,177,59,13,2025-08-24,118,164,3.0,Low,10
ST09,SKU04334,187,43,18,2025-06-07,144,169,4.348837209302325,Low,10
ST16,SKU01075,394,95,45,2025-08-10,299,349,4.147368421052631,Low,10
ST02,SKU00682,260,48,19,2025-07-02,212,241,5.416666666666667,Low,10
ST17,SKU00024,127,31,9,2025-05-23,96,118,4.096774193548387,Low,10
ST09,SKU03058,220,57,17,2025-08-22,163,203,3.8596491228070176,Low,10
ST07,SKU04409,93,20,5,2025-07-30,73,88,4.65,Low,10
ST12,SKU03292,0,21,8,2025-09-19,-21,-8,0.0,Critical,100
ST12,SKU03063,0,64,23,2025-08-07,-64,-23,0.0,Critical,100
ST29,SKU04693,491,100,28,2025-08-24,391,463,4.91,Low,10
ST29,SKU00263,0,35,15,2025-09-24,-35,-15,0.0,Critical,100
ST14,SKU02584,361,65,32,2025-07-18,296,329,5.553846153846154,Low,10
ST28,SKU02253,150,41,13,2025-06-06,109,137,3.658536585365854,Low,10
ST02,SKU01032,447,80,19,2025-06-23,367,428,5.5875,Low,10
ST05,SKU01303,222,57,22,2025-08-13,165,200,3.8947368421052633,Low,10
ST22,SKU04919,367,67,27,2025-08-31,300,340,5.477611940298507,Low,10
ST22,SKU04690,206,35,13,2025-05-29,171,193,5.885714285714286,Low,10
ST27,SKU04768,367,84,27,2025-08-22,283,340,4.369047619047619,Low,10
ST16,SKU04350,0,29,12,2025-09-20,-29,-12,0.0,Critical,100
ST30,SKU02070,244,48,14,2025-05-24,196,230,5.083333333333333,Low,10
ST14,SKU03523,86,23,7,2025-07-16,63,79,3.739130434782609,Low,10
ST09,SKU03179,441,82,40,2025-07-25,359,401,5.378048780487805,Low,10
ST26,SKU01133,341,58,24,2025-07-17,283,317,5.879310344827586,Low,10
ST17,SKU01542,545,99,20,2025-07-17,446,525,5.505050505050505,Low,10
ST27,SKU03950,431,94,29,2025-08-25,337,402,4.585106382978723,Low,10
ST15,SKU00449,254,59,26,2025-05-25,195,228,4.305084745762712,Low,10
ST01,SKU00551,411,78,37,2025-07-26,333,374,5.269230769230769,Low,10
ST13,SKU03823,364,78,20,2025-06-01,286,344,4.666666666666667,Low,10
ST02,SKU03139,307,68,30,2025-06-24,239,277,4.514705882352941,Low,10
ST07,SKU03254,306,91,27,2025-05-31,215,279,3.3626373626373627,Low,10
ST03,SKU04532,88,27,9,2025-07-24,61,79,3.259259259259259,Low,10
ST03,SKU00331,136,41,13,2025-06-27,95,123,3.317073170731707,Low,10
ST15,SKU03603,342,69,23,2025-08-27,273,319,4.956521739130435,Low,10
ST25,SKU04062,162,32,8,2025-08-27,130,154,5.0625,Low,10
ST06,SKU01568,331,70,14,2025-07-28,261,317,4.728571428571429,Low,10
ST21,SKU00385,374,84,22,2025-08-25,290,352,4.4523809523809526,Low,10
ST19,SKU04476,0,26,10,2025-09-23,-26,-10,0.0,Critical,100
ST24,SKU04591,244,52,17,2025-06-08,192,227,4.6923076923076925,Low,10
ST10,SKU04693,250,77,19,2025-07-12,173,231,3.2467532467532467,Low,10
ST24,SKU02376,477,92,41,2025-08-24,385,436,5.184782608695652,Low,10
ST15,SKU04771,205,61,18,2025-05-11,144,187,3.360655737704918,Low,10
ST09,SKU02482,0,50,18,2025-10-05,-50,-18,0.0,Critical,100
ST09,SKU04468,404,100,24,2025-08-25,304,380,4.04,Low,10
ST06,SKU00521,272,81,23,2025-05-24,191,249,3.3580246913580245,Low,10
ST09,SKU02253,172,31,9,2025-08-30,141,163,5.548387096774194,Low,10
ST07,SKU03375,166,46,17,2025-08-19,120,149,3.608695652173913,Low,10
ST24,SKU03773,116,29,8,2025-08-13,87,108,4.0,Low,10
ST03,SKU04653,229,59,20,2025-06-21,170,209,3.8813559322033897,Low,10
ST08,SKU04768,284,74,23,2025-06-06,210,261,3.8378378378378377,Low,10
ST30,SKU02541,316,97,43,2025-06-21,219,273,3.2577319587628866,Low,10
ST23,SKU01104,389,69,33,2025-06-29,320,356,5.63768115942029,Low,10
ST19,SKU00167,348,87,43,2025-07-03,261,305,4.0,Low,10
ST08,SKU03950,142,41,15,2025-07-16,101,127,3.4634146341463414,Low,10
ST15,SKU00691,206,66,26,2025-05-17,140,180,3.121212121212121,Low,10
ST13,SKU02079,0,65,14,2025-08-16,-65,-14,0.0,Critical,100
ST18,SKU04409,112,32,7,2025-05-28,80,105,3.5,Low,10
ST28,SKU04831,396,99,35,2025-08-17,297,361,4.0,Low,10
ST23,SKU00286,0,67,32,2025-09-25,-67,-32,0.0,Critical,100
ST11,SKU00986,121,33,9,2025-06-01,88,112,3.6666666666666665,Low,10
ST21,SKU01674,342,93,28,2025-08-15,249,314,3.6774193548387095,Low,10
ST28,SKU00401,215,69,27,2025-05-30,146,188,3.1159420289855073,Low,10
ST28,SKU02387,210,53,22,2025-05-21,157,188,3.9622641509433962,Low,10
ST26,SKU02543,0,28,9,2025-08-17,-28,-9,0.0,Critical,100
ST14,SKU02718,298,95,27,2025-05-13,203,271,3.136842105263158,Low,10
ST26,SKU00328,0,84,17,2025-08-06,-84,-17,0.0,Critical,100
ST30,SKU02662,456,84,17,2025-05-22,372,439,5.428571428571429,Low,10
ST19,SKU02503,0,61,19,2025-09-13,-61,-19,0.0,Critical,100
ST10,SKU00734,342,60,16,2025-08-05,282,326,5.7,Low,10
ST13,SKU01971,149,32,12,2025-06-20,117,137,4.65625,Low,10
ST25,SKU03257,336,85,21,2025-08-30,251,315,3.9529411764705884,Low,10
ST28,SKU02737,0,44,12,2025-08-31,-44,-12,0.0,Critical,100
ST05,SKU03773,219,52,18,2025-09-02,167,201,4.211538461538462,Low,10
ST12,SKU02500,366,85,39,2025-05-27,281,327,4.305882352941176,Low,10
ST15,SKU03966,199,66,32,2025-08-12,133,167,3.015151515151515,Low,10
ST25,SKU04654,171,54,25,2025-08-19,117,146,3.1666666666666665,Low,10
ST15,SKU01751,0,56,12,2025-08-08,-56,-12,0.0,Critical,100
ST13,SKU03139,469,97,29,2025-05-07,372,440,4.835051546391752,Low,10
ST28,SKU03905,449,87,26,2025-06-02,362,423,5.160919540229885,Low,10
ST11,SKU04261,184,60,12,2025-06-23,124,172,3.066666666666667,Low,10
ST14,SKU01792,265,57,18,2025-07-26,208,247,4.649122807017544,Low,10
ST04,SKU01104,242,62,19,2025-05-15,180,223,3.903225806451613,Low,10
ST26,SKU03603,179,36,10,2025-06-15,143,169,4.972222222222222,Low,10
ST07,SKU02570,165,34,15,2025-05-13,131,150,4.852941176470588,Low,10
ST17,SKU04012,0,22,7,2025-09-14,-22,-7,0.0,Critical,100
ST02,SKU00240,414,91,40,2025-06-19,323,374,4.549450549450549,Low,10
ST05,SKU04941,243,62,13,2025-07-12,181,230,3.9193548387096775,Low,10
ST07,SKU00584,279,80,30,2025-06-10,199,249,3.4875,Low,10
ST24,SKU00524,228,70,27,2025-06-26,158,201,3.257142857142857,Low,10
ST03,SKU03848,169,29,14,2025-08-22,140,155,5.827586206896552,Low,10
ST20,SKU01048,0,59,26,2025-09-19,-59,-26,0.0,Critical,100
ST30,SKU01507,0,33,16,2025-09-11,-33,-16,0.0,Critical,100
ST23,SKU04729,159,34,14,2025-08-22,125,145,4.676470588235294,Low,10
ST04,SKU00286,0,62,29,2025-08-13,-62,-29,0.0,Critical,100
ST09,SKU04831,273,78,34,2025-07-24,195,239,3.5,Low,10
ST26,SKU05000,286,83,17,2025-05-10,203,269,3.4457831325301207,Low,10
ST09,SKU00401,75,23,5,2025-06-19,52,70,3.260869565217391,Low,10
ST04,SKU02501,399,80,30,2025-08-22,319,369,4.9875,Low,10
ST26,SKU04771,289,62,30,2025-06-27,227,259,4.661290322580645,Low,10
ST12,SKU04607,115,26,6,2025-06-05,89,109,4.423076923076923,Low,10
ST13,SKU01274,0,47,19,2025-08-09,-47,-19,0.0,Critical,100
ST16,SKU02740,0,75,26,2025-08-28,-75,-26,0.0,Critical,100
ST16,SKU04726,179,52,18,2025-07-31,127,161,3.4423076923076925,Low,10
ST02,SKU04791,477,98,47,2025-08-19,379,430,4.86734693877551,Low,10
ST10,SKU00976,0,65,16,2025-10-09,-65,-16,0.0,Critical,100
ST24,SKU00645,224,68,31,2025-05-31,156,193,3.2941176470588234,Low,10
ST03,SKU01754,304,62,18,2025-06-05,242,286,4.903225806451613,Low,10
ST02,SKU03744,199,64,16,2025-07-21,135,183,3.109375,Low,10
ST28,SKU00535,343,72,26,2025-08-07,271,317,4.763888888888889,Low,10
ST26,SKU00691,223,70,22,2025-05-19,153,201,3.1857142857142855,Low,10
ST22,SKU00986,120,29,8,2025-07-16,91,112,4.137931034482759,Low,10
ST08,SKU03266,232,64,31,2025-06-15,168,201,3.625,Low,10
ST15,SKU01993,0,73,18,2025-10-05,-73,-18,0.0,Critical,100
ST25,SKU02681,203,38,10,2025-05-25,165,193,5.342105263157895,Low,10
ST25,SKU00466,145,36,17,2025-05-13,109,128,4.027777777777778,Low,10
ST06,SKU04388,217,65,16,2025-07-25,152,201,3.3384615384615386,Low,10
ST23,SKU03803,260,71,25,2025-07-18,189,235,3.6619718309859155,Low,10
ST25,SKU00237,436,79,29,2025-06-17,357,407,5.518987341772152,Low,10
ST14,SKU01805,147,27,7,2025-05-06,120,140,5.444444444444445,Low,10
ST05,SKU00524,365,67,27,2025-07-29,298,338,5.447761194029851,Low,10
ST01,SKU01048,0,45,22,2025-09-08,-45,-22,0.0,Critical,100
ST04,SKU04729,323,58,18,2025-07-30,265,305,5.568965517241379,Low,10
ST21,SKU04144,338,78,29,2025-06-05,260,309,4.333333333333333,Low,10
ST04,SKU02514,246,75,33,2025-06-14,171,213,3.28,Low,10
ST14,SKU00987,277,49,13,2025-08-24,228,264,5.653061224489796,Low,10
ST28,SKU02871,417,89,27,2025-06-15,328,390,4.685393258426966,Low,10
ST19,SKU03805,265,79,25,2025-07-12,186,240,3.3544303797468356,Low,10
ST12,SKU04849,88,20,5,2025-08-28,68,83,4.4,Low,10
ST15,SKU04329,0,25,10,2025-08-17,-25,-10,0.0,Critical,100
ST03,SKU03043,529,91,38,2025-07-01,438,491,5.813186813186813,Low,10
ST15,SKU02114,268,55,19,2025-07-28,213,249,4.872727272727273,Low,10
ST14,SKU02155,0,62,21,2025-09-14,-62,-21,0.0,Critical,100
ST26,SKU01751,0,74,22,2025-09-08,-74,-22,0.0,Critical,100
ST05,SKU00645,188,52,16,2025-05-25,136,172,3.6153846153846154,Low,10
ST15,SKU03053,0,57,23,2025-08-28,-57,-23,0.0,Critical,100
ST13,SKU00240,332,77,31,2025-06-20,255,301,4.311688311688312,Low,10
ST18,SKU00584,132,39,16,2025-05-28,93,116,3.3846153846153846,Low,10
ST23,SKU02648,0,100,38,2025-08-11,-100,-38,0.0,Critical,100
ST02,SKU01542,248,59,22,2025-08-16,189,226,4.203389830508475,Low,10
ST24,SKU02055,181,43,21,2025-07-24,138,160,4.209302325581396,Low,10
ST15,SKU00020,0,35,11,2025-08-05,-35,-11,0.0,Critical,100
ST30,SKU00823,0,84,23,2025-09-12,-84,-23,0.0,Critical,100
ST04,SKU03803,394,92,23,2025-05-19,302,371,4.282608695652174,Low,10
ST23,SKU01830,498,93,30,2025-07-07,405,468,5.354838709677419,Low,10
ST06,SKU04401,399,91,30,2025-07-13,308,369,4.384615384615385,Low,10
ST09,SKU04147,134,36,8,2025-08-28,98,126,3.7222222222222223,Low,10
ST02,SKU02710,136,28,12,2025-07-20,108,124,4.857142857142857,Low,10
ST12,SKU04152,401,90,23,2025-08-14,311,378,4.455555555555556,Low,10
ST17,SKU00066,557,95,21,2025-07-01,462,536,5.863157894736842,Low,10
ST13,SKU04791,516,95,31,2025-08-11,421,485,5.431578947368421,Low,10
ST13,SKU04562,0,90,38,2025-09-07,-90,-38,0.0,Critical,100
ST06,SKU03583,234,68,17,2025-06-16,166,217,3.4411764705882355,Low,10
ST20,SKU01303,281,72,20,2025-05-25,209,261,3.9027777777777777,Low,10
ST14,SKU01229,131,35,14,2025-08-29,96,117,3.742857142857143,Low,10
ST09,SKU02871,408,94,31,2025-05-30,314,377,4.340425531914893,Low,10
ST12,SKU03105,81,27,13,2025-08-25,54,68,3.0,Low,10
ST24,SKU02176,0,86,42,2025-09-19,-86,-42,0.0,Critical,100
ST29,SKU02520,224,68,15,2025-07-18,156,209,3.2941176470588234,Low,10
ST12,SKU00890,208,50,12,2025-09-02,158,196,4.16,Low,10
ST15,SKU04571,0,36,10,2025-09-04,-36,-10,0.0,Critical,100
ST29,SKU00305,333,98,33,2025-08-06,235,300,3.3979591836734695,Low,10
ST03,SKU01070,125,35,10,2025-07-17,90,115,3.5714285714285716,Low,10
ST20,SKU02471,173,30,9,2025-05-29,143,164,5.766666666666667,Low,10
ST28,SKU04281,196,60,25,2025-05-06,136,171,3.2666666666666666,Low,10
ST02,SKU00845,0,78,21,2025-10-09,-78,-21,0.0,Critical,100
ST17,SKU04388,230,51,20,2025-05-28,179,210,4.509803921568627,Low,10
ST24,SKU03115,355,76,35,2025-08-25,279,320,4.671052631578948,Low,10
ST30,SKU02112,176,41,8,2025-07-01,135,168,4.2926829268292686,Low,10
ST02,SKU01784,0,42,19,2025-09-06,-42,-19,0.0,Critical,100
